GeoName,LineCode,Description,Unit,Year,Value
"Denton, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,74412
"DeWitt, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1406174
"DeWitt, TX",2,Population (persons) 1/,Number of persons,2022,19772
"DeWitt, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,71119
"Dickens, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,82676
"Dickens, TX",2,Population (persons) 1/,Number of persons,2022,1726
"Dickens, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47900
"Dimmit, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,451702
"Dimmit, TX",2,Population (persons) 1/,Number of persons,2022,8387
"Dimmit, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,53857
"Donley, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,156447
"Donley, TX",2,Population (persons) 1/,Number of persons,2022,3339
"Donley, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46854
"Duval, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,466212
"Duval, TX",2,Population (persons) 1/,Number of persons,2022,9888
"Duval, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47149
"Eastland, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1003151
"Eastland, TX",2,Population (persons) 1/,Number of persons,2022,17944
"Eastland, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55905
"Ector, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,8919825
"Ector, TX",2,Population (persons) 1/,Number of persons,2022,160869
"Ector, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55448
"Edwards, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,94107
"Edwards, TX",2,Population (persons) 1/,Number of persons,2022,1422
"Edwards, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,66179
"Ellis, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,11771560
"Ellis, TX",2,Population (persons) 1/,Number of persons,2022,212182
"Ellis, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55479
"El Paso, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,38397840
"El Paso, TX",2,Population (persons) 1/,Number of persons,2022,868763
"El Paso, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,44198
"Erath, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2219635
"Erath, TX",2,Population (persons) 1/,Number of persons,2022,43895
"Erath, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50567
"Falls, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,719440
"Falls, TX",2,Population (persons) 1/,Number of persons,2022,17049
"Falls, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,42198
"Fannin, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1749661
"Fannin, TX",2,Population (persons) 1/,Number of persons,2022,37125
"Fannin, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47129
"Fayette, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1749853
"Fayette, TX",2,Population (persons) 1/,Number of persons,2022,24913
"Fayette, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,70239
"Fisher, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,195255
"Fisher, TX",2,Population (persons) 1/,Number of persons,2022,3622
"Fisher, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,53908
"Floyd, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,235705
"Floyd, TX",2,Population (persons) 1/,Number of persons,2022,5235
"Floyd, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,45025
"Foard, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,73039
"Foard, TX",2,Population (persons) 1/,Number of persons,2022,1057
"Foard, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,69100
"Fort Bend, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,62587149
"Fort Bend, TX",2,Population (persons) 1/,Number of persons,2022,889146
"Fort Bend, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,70390
"Franklin, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,611522
"Franklin, TX",2,Population (persons) 1/,Number of persons,2022,10618
"Franklin, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,57593
"Freestone, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,897739
"Freestone, TX",2,Population (persons) 1/,Number of persons,2022,19950
"Freestone, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,44999
"Frio, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,667254
"Frio, TX",2,Population (persons) 1/,Number of persons,2022,17815
"Frio, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,37455
"Gaines, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1040847
"Gaines, TX",2,Population (persons) 1/,Number of persons,2022,22181
"Gaines, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46925
"Galveston, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,21872079
"Galveston, TX",2,Population (persons) 1/,Number of persons,2022,357117
"Galveston, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,61246
"Garza, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,205540
"Garza, TX",2,Population (persons) 1/,Number of persons,2022,6262
"Garza, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,32823
"Gillespie, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2322504
"Gillespie, TX",2,Population (persons) 1/,Number of persons,2022,27477
"Gillespie, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,84525
"Glasscock, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,143049
"Glasscock, TX",2,Population (persons) 1/,Number of persons,2022,1164
"Glasscock, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,122894
"Goliad, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,408632
"Goliad, TX",2,Population (persons) 1/,Number of persons,2022,7131
"Goliad, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,57304
"Gonzales, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1323321
"Gonzales, TX",2,Population (persons) 1/,Number of persons,2022,19832
"Gonzales, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,66727
"Gray, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,979844
"Gray, TX",2,Population (persons) 1/,Number of persons,2022,21015
"Gray, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46626
"Grayson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,7642205
"Grayson, TX",2,Population (persons) 1/,Number of persons,2022,143131
"Grayson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,53393
"Gregg, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,7019956
"Gregg, TX",2,Population (persons) 1/,Number of persons,2022,125443
"Gregg, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55961
"Grimes, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1298190
"Grimes, TX",2,Population (persons) 1/,Number of persons,2022,30754
"Grimes, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,42212
"Guadalupe, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,9830228
"Guadalupe, TX",2,Population (persons) 1/,Number of persons,2022,182760
"Guadalupe, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,53788
"Hale, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1327987
"Hale, TX",2,Population (persons) 1/,Number of persons,2022,31827
"Hale, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,41725
"Hall, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,110078
"Hall, TX",2,Population (persons) 1/,Number of persons,2022,2810
"Hall, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,39174
"Hamilton, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,531983
"Hamilton, TX",2,Population (persons) 1/,Number of persons,2022,8298
"Hamilton, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,64110
"Hansford, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,402812
"Hansford, TX",2,Population (persons) 1/,Number of persons,2022,5151
"Hansford, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,78201
"Hardeman, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,199491
"Hardeman, TX",2,Population (persons) 1/,Number of persons,2022,3516
"Hardeman, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,56738
"Hardin, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,3158513
"Hardin, TX",2,Population (persons) 1/,Number of persons,2022,57811
"Hardin, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,54635
"Harris, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,330617356
"Harris, TX",2,Population (persons) 1/,Number of persons,2022,4780913
"Harris, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,69154
"Harrison, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,3391410
"Harrison, TX",2,Population (persons) 1/,Number of persons,2022,69955
"Harrison, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48480
"Hartley, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,464168
"Hartley, TX",2,Population (persons) 1/,Number of persons,2022,5208
"Hartley, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,89126
"Haskell, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,273120
"Haskell, TX",2,Population (persons) 1/,Number of persons,2022,5403
"Haskell, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50550
"Hays, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,16179523
"Hays, TX",2,Population (persons) 1/,Number of persons,2022,269225
"Hays, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,60097
"Hemphill, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,238198
"Hemphill, TX",2,Population (persons) 1/,Number of persons,2022,3217
"Hemphill, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,74044
"Henderson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,4155970
"Henderson, TX",2,Population (persons) 1/,Number of persons,2022,84511
"Henderson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,49177
"Hidalgo, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,29782422
"Hidalgo, TX",2,Population (persons) 1/,Number of persons,2022,888367
"Hidalgo, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,33525
"Hill, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1861175
"Hill, TX",2,Population (persons) 1/,Number of persons,2022,37329
"Hill, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,49859
"Hockley, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1019256
"Hockley, TX",2,Population (persons) 1/,Number of persons,2022,21161
"Hockley, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48167
"Hood, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,4224076
"Hood, TX",2,Population (persons) 1/,Number of persons,2022,66373
"Hood, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,63641
"Hopkins, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2021384
"Hopkins, TX",2,Population (persons) 1/,Number of persons,2022,37804
"Hopkins, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,53470
"Houston, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1104598
"Houston, TX",2,Population (persons) 1/,Number of persons,2022,21950
"Houston, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50323
"Howard, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1903514
"Howard, TX",2,Population (persons) 1/,Number of persons,2022,33672
"Howard, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,56531
"Hudspeth, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,121209
"Hudspeth, TX",2,Population (persons) 1/,Number of persons,2022,3432
"Hudspeth, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,35317
"Hunt, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,5190862
"Hunt, TX",2,Population (persons) 1/,Number of persons,2022,108282
"Hunt, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47938
"Hutchinson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,961287
"Hutchinson, TX",2,Population (persons) 1/,Number of persons,2022,20215
"Hutchinson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47553
"Irion, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,122912
"Irion, TX",2,Population (persons) 1/,Number of persons,2022,1530
"Irion, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,80335
"Jack, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,412564
"Jack, TX",2,Population (persons) 1/,Number of persons,2022,8922
"Jack, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46241
"Jackson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,736428
"Jackson, TX",2,Population (persons) 1/,Number of persons,2022,15142
"Jackson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48635
"Jasper, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1667932
"Jasper, TX",2,Population (persons) 1/,Number of persons,2022,32484
"Jasper, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51346
"Jeff Davis, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,113212
"Jeff Davis, TX",2,Population (persons) 1/,Number of persons,2022,1903
"Jeff Davis, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,59491
"Jefferson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,12072705
"Jefferson, TX",2,Population (persons) 1/,Number of persons,2022,250830
"Jefferson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48131
"Jim Hogg, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,193190
"Jim Hogg, TX",2,Population (persons) 1/,Number of persons,2022,4763
"Jim Hogg, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,40561
"Jim Wells, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1867264
"Jim Wells, TX",2,Population (persons) 1/,Number of persons,2022,38826
"Jim Wells, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48093
"Johnson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,10330042
"Johnson, TX",2,Population (persons) 1/,Number of persons,2022,195506
"Johnson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,52837
"Jones, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,796278
"Jones, TX",2,Population (persons) 1/,Number of persons,2022,19935
"Jones, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,39944
"Karnes, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1204368
"Karnes, TX",2,Population (persons) 1/,Number of persons,2022,14836
"Karnes, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,81179
"Kaufman, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,9076697
"Kaufman, TX",2,Population (persons) 1/,Number of persons,2022,172366
"Kaufman, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,52659
"Kendall, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,5216003
"Kendall, TX",2,Population (persons) 1/,Number of persons,2022,48973
"Kendall, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,106508
"Kenedy, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,13687
"Kenedy, TX",2,Population (persons) 1/,Number of persons,2022,358
"Kenedy, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,38232
"Kent, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,47152
"Kent, TX",2,Population (persons) 1/,Number of persons,2022,740
"Kent, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,63719
"Kerr, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,3450044
"Kerr, TX",2,Population (persons) 1/,Number of persons,2022,53741
"Kerr, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,64198
"Kimble, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,240524
"Kimble, TX",2,Population (persons) 1/,Number of persons,2022,4422
"Kimble, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,54393
"King, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,26444
"King, TX",2,Population (persons) 1/,Number of persons,2022,233
"King, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,113494
"Kinney, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,127638
"Kinney, TX",2,Population (persons) 1/,Number of persons,2022,3128
"Kinney, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,40805
"Kleberg, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1376678
"Kleberg, TX",2,Population (persons) 1/,Number of persons,2022,30362
"Kleberg, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,45342
"Knox, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,169916
"Knox, TX",2,Population (persons) 1/,Number of persons,2022,3273
"Knox, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51914
"Lamar, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2611271
"Lamar, TX",2,Population (persons) 1/,Number of persons,2022,50484
"Lamar, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51725
"Lamb, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,705006
"Lamb, TX",2,Population (persons) 1/,Number of persons,2022,12724
"Lamb, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55408
"Lampasas, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1362509
"Lampasas, TX",2,Population (persons) 1/,Number of persons,2022,22785
"Lampasas, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,59799
"La Salle, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,337959
"La Salle, TX",2,Population (persons) 1/,Number of persons,2022,6604
"La Salle, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51175
"Lavaca, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1350081
"Lavaca, TX",2,Population (persons) 1/,Number of persons,2022,20589
"Lavaca, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,65573
"Lee, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1029774
"Lee, TX",2,Population (persons) 1/,Number of persons,2022,17954
"Lee, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,57356
"Leon, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,920780
"Leon, TX",2,Population (persons) 1/,Number of persons,2022,16209
"Leon, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,56807
"Liberty, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,4326732
"Liberty, TX",2,Population (persons) 1/,Number of persons,2022,101992
"Liberty, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,42422
"Limestone, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1045855
"Limestone, TX",2,Population (persons) 1/,Number of persons,2022,22253
"Limestone, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46998
"Lipscomb, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,332890
"Lipscomb, TX",2,Population (persons) 1/,Number of persons,2022,2854
"Lipscomb, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,116640
"Live Oak, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,528501
"Live Oak, TX",2,Population (persons) 1/,Number of persons,2022,11428
"Live Oak, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46246
"Llano, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1443562
"Llano, TX",2,Population (persons) 1/,Number of persons,2022,22540
"Llano, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,64044
"Loving, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,7210
"Loving, TX",2,Population (persons) 1/,Number of persons,2022,51
"Loving, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,141373
"Lubbock, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,16652095
"Lubbock, TX",2,Population (persons) 1/,Number of persons,2022,317561
"Lubbock, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,52437
"Lynn, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,291257
"Lynn, TX",2,Population (persons) 1/,Number of persons,2022,5724
"Lynn, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50883
"McCulloch, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,359218
"McCulloch, TX",2,Population (persons) 1/,Number of persons,2022,7497
"McCulloch, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47915
"McLennan, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,13417604
"McLennan, TX",2,Population (persons) 1/,Number of persons,2022,266836
"McLennan, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50284
"McMullen, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,68310
"McMullen, TX",2,Population (persons) 1/,Number of persons,2022,576
"McMullen, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,118594
"Madison, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,561280
"Madison, TX",2,Population (persons) 1/,Number of persons,2022,13661
"Madison, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,41086
"Marion, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,474540
"Marion, TX",2,Population (persons) 1/,Number of persons,2022,9560
"Marion, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,49638
"Martin, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,515744
"Martin, TX",2,Population (persons) 1/,Number of persons,2022,5217
"Martin, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,98858
"Mason, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,218789
"Mason, TX",2,Population (persons) 1/,Number of persons,2022,3982
"Mason, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,54945
"Matagorda, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1819272
"Matagorda, TX",2,Population (persons) 1/,Number of persons,2022,36125
"Matagorda, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50360
"Maverick, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2228369
"Maverick, TX",2,Population (persons) 1/,Number of persons,2022,57843
"Maverick, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,38524
"Medina, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2687893
"Medina, TX",2,Population (persons) 1/,Number of persons,2022,53723
"Medina, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50032
"Menard, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,90563
"Menard, TX",2,Population (persons) 1/,Number of persons,2022,1968
"Menard, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46018
"Midland, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,24955132
"Midland, TX",2,Population (persons) 1/,Number of persons,2022,171999
"Midland, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,145089
"Milam, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1193275
"Milam, TX",2,Population (persons) 1/,Number of persons,2022,25628
"Milam, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46561
"Mills, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,232569
"Mills, TX",2,Population (persons) 1/,Number of persons,2022,4500
"Mills, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51682
"Mitchell, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,331463
"Mitchell, TX",2,Population (persons) 1/,Number of persons,2022,8943
"Mitchell, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,37064
"Montague, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,973776
"Montague, TX",2,Population (persons) 1/,Number of persons,2022,21063
"Montague, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46232
"Montgomery, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,51594318
"Montgomery, TX",2,Population (persons) 1/,Number of persons,2022,678490
"Montgomery, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,76043
"Moore, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1221471
"Moore, TX",2,Population (persons) 1/,Number of persons,2022,20996
"Moore, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,58176
"Morris, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,595270
"Morris, TX",2,Population (persons) 1/,Number of persons,2022,12083
"Morris, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,49265
"Motley, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,42021
"Motley, TX",2,Population (persons) 1/,Number of persons,2022,1032
"Motley, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,40718
"Nacogdoches, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,3166210
"Nacogdoches, TX",2,Population (persons) 1/,Number of persons,2022,64862
"Nacogdoches, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48815
"Navarro, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2465719
"Navarro, TX",2,Population (persons) 1/,Number of persons,2022,54636
"Navarro, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,45130
"Newton, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,525816
"Newton, TX",2,Population (persons) 1/,Number of persons,2022,12052
"Newton, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,43629
"Nolan, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,750966
"Nolan, TX",2,Population (persons) 1/,Number of persons,2022,14473
"Nolan, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51887
"Nueces, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,19595351
"Nueces, TX",2,Population (persons) 1/,Number of persons,2022,351674
"Nueces, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55720
"Ochiltree, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,578937
"Ochiltree, TX",2,Population (persons) 1/,Number of persons,2022,9606
"Ochiltree, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,60268
"Oldham, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,134321
"Oldham, TX",2,Population (persons) 1/,Number of persons,2022,1752
"Oldham, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,76667
"Orange, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,4261107
"Orange, TX",2,Population (persons) 1/,Number of persons,2022,84934
"Orange, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50170
"Palo Pinto, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1512897
"Palo Pinto, TX",2,Population (persons) 1/,Number of persons,2022,29239
"Palo Pinto, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51742
"Panola, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1292263
"Panola, TX",2,Population (persons) 1/,Number of persons,2022,22677
"Panola, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,56986
"Parker, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,11596160
"Parker, TX",2,Population (persons) 1/,Number of persons,2022,165834
"Parker, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,69926
"Parmer, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,654053
"Parmer, TX",2,Population (persons) 1/,Number of persons,2022,9620
"Parmer, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,67989
"Pecos, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,659332
"Pecos, TX",2,Population (persons) 1/,Number of persons,2022,14735
"Pecos, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,44746
"Polk, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2510949
"Polk, TX",2,Population (persons) 1/,Number of persons,2022,53255
"Polk, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47150
